0,1,2,3,4,,,,,,,,
Goblins,Junk,159,8,0.047904192,3.592814371,0.011976048,"{""source"": ""Goblins"", ""target"": ""Junk"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Junk"", ""value"": 0.011976048},"
Eldrazi Aggro,Sneak & Show,243.95,12.27,0.047888533,3.591639997,0.011972133,"{""source"": ""Eldrazi Aggro"", ""target"": ""Sneak & Show"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Sneak & Show"", ""value"": 0.01197213325},"
Affinity,Goblins,159.5,8,0.047761194,3.582089552,0.011940299,"{""source"": ""Affinity"", ""target"": ""Goblins"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Goblins"", ""value"": 0.0119402985},"
Humans,MUD,149.84,7.5,0.047667472,3.575060379,0.011916868,"{""source"": ""Humans"", ""target"": ""MUD"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""MUD"", ""value"": 0.011916868},"
LOAM,Storm,188.51,9.43,0.047640699,3.57305244,0.011910175,"{""source"": ""LOAM"", ""target"": ""Storm"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""Storm"", ""value"": 0.01191017475},"
Burn,Reanimator,227.05,11.25,0.0472094,3.540704994,0.01180235,"{""source"": ""Burn"", ""target"": ""Reanimator"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Reanimator"", ""value"": 0.01180235},"
Arclight Phoenix,Merfolk,225.42,11.16,0.047172204,3.537915293,0.011793051,"{""source"": ""Arclight Phoenix"", ""target"": ""Merfolk"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Merfolk"", ""value"": 0.011793051},"
Death's Shadow,Humans,170.54,8.4,0.046943109,3.520733207,0.011735777,"{""source"": ""Death's Shadow"", ""target"": ""Humans"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Humans"", ""value"": 0.01173577725},"
Reanimator,UR Delver,231.92,11.38,0.046773531,3.508014797,0.011693383,"{""source"": ""Reanimator"", ""target"": ""UR Delver"", ""value"": 4},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Reanimator"", ""target"": ""UR Delver"", ""value"": 0.01169338275},"
Death's Shadow,Painter,170.18,8.33,0.046664052,3.499803933,0.011666013,"{""source"": ""Death's Shadow"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Painter"", ""value"": 0.011666013},"
Cloudpost Ramp,LOAM,204.65,10,0.046587468,3.494060098,0.011646867,"{""source"": ""Cloudpost Ramp"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""LOAM"", ""value"": 0.011646867},"
Lands,Stoneblade,202.54,9.83,0.04628714,3.471535528,0.011571785,"{""source"": ""Lands"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Stoneblade"", ""value"": 0.011571785},"
Canadian Threshold,Humans,162.96,7.83,0.045845776,3.438433164,0.011461444,"{""source"": ""Canadian Threshold"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Humans"", ""value"": 0.011461444},"
4-c Control,Burn,167.52,8,0.045578851,3.418413856,0.011394713,"{""source"": ""4-c Control"", ""target"": ""Burn"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Burn"", ""value"": 0.01139471275},"
Burn,Dredge,199.19,9.5,0.045522066,3.414154967,0.011380517,"{""source"": ""Burn"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Dredge"", ""value"": 0.0113805165},"
Death's Shadow,Maverick,188.84,9,0.045491306,3.411847958,0.011372827,"{""source"": ""Death's Shadow"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Maverick"", ""value"": 0.0113728265},"
Arclight Phoenix,Painter,219.25,10.33,0.044995209,3.374640648,0.011248802,"{""source"": ""Arclight Phoenix"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Painter"", ""value"": 0.01124880225},"
Elves,Slivers,160.5,7.5,0.044642857,3.348214286,0.011160714,"{""source"": ""Elves"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Slivers"", ""value"": 0.01116071425},"
Eldrazi Aggro,Maverick,193.3,9,0.044488384,3.336628769,0.011122096,"{""source"": ""Eldrazi Aggro"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Maverick"", ""value"": 0.011122096},"
Death and taxes,Grixis Delver,226.89,10.56,0.044472521,3.33543904,0.01111813,"{""source"": ""Death and taxes"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Grixis Delver"", ""value"": 0.01111813025},"
Doomsday,Nic Fit,172.23,8,0.044387727,3.32907951,0.011096932,"{""source"": ""Doomsday"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Nic Fit"", ""value"": 0.01109693175},"
Belcher,Dark Depths,172.68,8,0.044277175,3.320788134,0.011069294,"{""source"": ""Belcher"", ""target"": ""Dark Depths"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Dark Depths"", ""value"": 0.01106929375},"
Junk,Sneak & Show,204.33,9.43,0.044114895,3.308617141,0.011028724,"{""source"": ""Junk"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Sneak & Show"", ""value"": 0.01102872375},"
Dredge,Slivers,173.5,8,0.044077135,3.305785124,0.011019284,"{""source"": ""Dredge"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Slivers"", ""value"": 0.01101928375},"
Elves,Storm,190.33,8.77,0.044048217,3.303616273,0.011012054,"{""source"": ""Elves"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Storm"", ""value"": 0.01101205425},"
Goblins,Grixis Control,217.16,10,0.044021835,3.301637612,0.011005459,"{""source"": ""Goblins"", ""target"": ""Grixis Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Grixis Control"", ""value"": 0.01100545875},"
Death and taxes,Dragon Stompy,217.31,10,0.043992785,3.299458889,0.010998196,"{""source"": ""Death and taxes"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Dragon Stompy"", ""value"": 0.01099819625},"
Canadian Threshold,Painter,163.12,7.5,0.043957332,3.296799906,0.010989333,"{""source"": ""Canadian Threshold"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Painter"", ""value"": 0.010989333},"
Dark Depths,Eldrazi Aggro,214.74,9.87,0.043942834,3.295712568,0.010985709,"{""source"": ""Dark Depths"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Eldrazi Aggro"", ""value"": 0.0109857085},"
MUD,Slivers,152.84,7,0.043793794,3.284534535,0.010948449,"{""source"": ""MUD"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""MUD"", ""target"": ""Slivers"", ""value"": 0.0109484485},"
Reanimator,Stoneblade,244.06,11.11,0.043539601,3.265470079,0.0108849,"{""source"": ""Reanimator"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Reanimator"", ""target"": ""Stoneblade"", ""value"": 0.01088490025},"
Death's Shadow,Goblins,197.84,9,0.043511893,3.263391994,0.010877973,"{""source"": ""Death's Shadow"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Goblins"", ""value"": 0.01087797325},"
Bomberman,Stoneblade,179.16,8.13,0.043408618,3.255646324,0.010852155,"{""source"": ""Bomberman"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Stoneblade"", ""value"": 0.0108521545},"
Bomberman,Pikula,154.5,7,0.043343653,3.250773994,0.010835913,"{""source"": ""Bomberman"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Pikula"", ""value"": 0.01083591325},"
Goblins,Sneak & Show,230.33,10.43,0.04332115,3.249086227,0.010830288,"{""source"": ""Goblins"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Sneak & Show"", ""value"": 0.0108302875},"
Burn,Painter,161.59,7.3,0.0432234,3.241754988,0.01080585,"{""source"": ""Burn"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Painter"", ""value"": 0.01080585},"
BUG Midrange,Lands,177.61,8,0.043101126,3.232584451,0.010775282,"{""source"": ""BUG Midrange"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Lands"", ""value"": 0.0107752815},"
Humans,UWx Control,182.31,8.2,0.04304236,3.228176999,0.01076059,"{""source"": ""Humans"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""UWx Control"", ""value"": 0.01076059},"
Grixis Delver,Nic Fit,194.72,8.67,0.042627464,3.197059836,0.010656866,"{""source"": ""Grixis Delver"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Nic Fit"", ""value"": 0.010656866},"
Eldrazi Aggro,Lands,202.58,9,0.042537102,3.190282635,0.010634276,"{""source"": ""Eldrazi Aggro"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Lands"", ""value"": 0.0106342755},"
Dragon Stompy,LOAM,172.79,7.67,0.042502494,3.187687022,0.010625624,"{""source"": ""Dragon Stompy"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""LOAM"", ""value"": 0.0106256235},"
Doomsday,Painter,135.5,6,0.042402827,3.180212014,0.010600707,"{""source"": ""Doomsday"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Painter"", ""value"": 0.01060070675},"
Delver (Other),Humans,158.33,7,0.042339563,3.175467247,0.010584891,"{""source"": ""Delver (Other)"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Humans"", ""value"": 0.01058489075},"
Death and taxes,UR Delver,237.08,10.46,0.042255797,3.169184778,0.010563949,"{""source"": ""Death and taxes"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""UR Delver"", ""value"": 0.01056394925},"
Antiquities War,Stoneblade,179.6,7.91,0.042184417,3.163831262,0.010546104,"{""source"": ""Antiquities War"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Stoneblade"", ""value"": 0.01054610425},"
Antiquities War,Legacy Landstill,136.5,6,0.042105263,3.157894737,0.010526316,"{""source"": ""Antiquities War"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Legacy Landstill"", ""value"": 0.01052631575},"
Bomberman,Legacy Landstill,136.5,6,0.042105263,3.157894737,0.010526316,"{""source"": ""Bomberman"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Legacy Landstill"", ""value"": 0.01052631575},"
Antiquities War,Delver (Other),160.33,7,0.041833503,3.137512699,0.010458376,"{""source"": ""Antiquities War"", ""target"": ""Delver (Other)"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Delver (Other)"", ""value"": 0.01045837575},"
Antiquities War,Death and taxes,206.18,9,0.041825448,3.136908635,0.010456362,"{""source"": ""Antiquities War"", ""target"": ""Death and taxes"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Death and taxes"", ""value"": 0.010456362},"
Slivers,Sneak & Show,206.69,9,0.041726552,3.1294914,0.010431638,"{""source"": ""Slivers"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Slivers"", ""target"": ""Sneak & Show"", ""value"": 0.010431638},"
Dredge,Grixis Control,230.16,10,0.041638907,3.122918055,0.010409727,"{""source"": ""Dredge"", ""target"": ""Grixis Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Grixis Control"", ""value"": 0.01040972675},"
Bomberman,Sneak & Show,206.75,8.97,0.04158168,3.118625997,0.01039542,"{""source"": ""Bomberman"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Sneak & Show"", ""value"": 0.01039542},"
Antiquities War,UWx Control,184.71,8,0.041513154,3.113486586,0.010378289,"{""source"": ""Antiquities War"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""UWx Control"", ""value"": 0.0103782885},"
Delver (Other),Goblins,184.83,8,0.04148732,3.111549033,0.01037183,"{""source"": ""Delver (Other)"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Goblins"", ""value"": 0.01037183},"
Nic Fit,UWx Control,219.94,9.5,0.04140516,3.105387029,0.01035129,"{""source"": ""Nic Fit"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""UWx Control"", ""value"": 0.01035129},"
Arclight Phoenix,Lands,247.85,10.67,0.041273402,3.095505183,0.010318351,"{""source"": ""Arclight Phoenix"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Lands"", ""value"": 0.0103183505},"
Goblins,Nic Fit,197.73,8.5,0.041216118,3.091208844,0.01030403,"{""source"": ""Goblins"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Nic Fit"", ""value"": 0.0103040295},"
Lands,UWx Control,209.49,9,0.041191817,3.089386242,0.010297954,"{""source"": ""Lands"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""UWx Control"", ""value"": 0.01029795425},"
Pikula,UR Delver,186.32,8,0.041169205,3.087690408,0.010292301,"{""source"": ""Pikula"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Pikula"", ""target"": ""UR Delver"", ""value"": 0.01029230125},"
Dredge,Nic Fit,209.73,9,0.041146619,3.085996434,0.010286655,"{""source"": ""Dredge"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Nic Fit"", ""value"": 0.01028665475},"
LOAM,MUD,176.84,7.5,0.040685689,3.051426712,0.010171422,"{""source"": ""LOAM"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""MUD"", ""value"": 0.01017142225},"
Elves,Sneak & Show,230.85,9.67,0.040204557,3.01534176,0.010051139,"{""source"": ""Elves"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Sneak & Show"", ""value"": 0.01005113925},"
Dark Depths,Humans,174.1,7.29,0.040189647,3.014223496,0.010047412,"{""source"": ""Dark Depths"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Humans"", ""value"": 0.01004741175},"
Canadian Threshold,Dark Depths,204.22,8.54,0.040139124,3.010434292,0.010034781,"{""source"": ""Canadian Threshold"", ""target"": ""Dark Depths"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Dark Depths"", ""value"": 0.010034781},"
Doomsday,Pikula,155.5,6.5,0.040123457,3.009259259,0.010030864,"{""source"": ""Doomsday"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Pikula"", ""value"": 0.01003086425},"
4-c Control,Lands,167.61,7,0.040089342,3.006700647,0.010022336,"{""source"": ""4-c Control"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Lands"", ""value"": 0.0100223355},"
Canadian Threshold,Reanimator,232.14,9.67,0.039990075,2.999255614,0.009997519,"{""source"": ""Canadian Threshold"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Reanimator"", ""value"": 0.00999751875},"
Dark Depths,Goblins,200.6,8.29,0.039685959,2.976446934,0.00992149,"{""source"": ""Dark Depths"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Goblins"", ""value"": 0.00992148975},"
Bomberman,LOAM,161.66,6.67,0.039624547,2.971841027,0.009906137,"{""source"": ""Bomberman"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""LOAM"", ""value"": 0.00990613675},"
Dark Depths,UR Delver,207.42,8.54,0.03954436,2.965827005,0.00988609,"{""source"": ""Dark Depths"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""UR Delver"", ""value"": 0.00988609},"
Dragon Stompy,Grixis Control,206.79,8.5,0.039481629,2.961122207,0.009870407,"{""source"": ""Dragon Stompy"", ""target"": ""Grixis Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Grixis Control"", ""value"": 0.00987040725},"
Dredge,Sneak & Show,244.19,10,0.039340651,2.950548802,0.009835163,"{""source"": ""Dredge"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Sneak & Show"", ""value"": 0.00983516275},"
Junk,UR Delver,168.52,6.9,0.039334169,2.950062707,0.009833542,"{""source"": ""Junk"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""UR Delver"", ""value"": 0.00983354225},"
Maverick,Reanimator,220.36,9,0.039239623,2.942971747,0.009809906,"{""source"": ""Maverick"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Reanimator"", ""value"": 0.00980990575},"
Food Chain,Lands,171.78,7,0.039154268,2.936570086,0.009788567,"{""source"": ""Food Chain"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Lands"", ""value"": 0.009788567},"
Infect,Painter,164.33,6.67,0.039005848,2.925438596,0.009751462,"{""source"": ""Infect"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Painter"", ""value"": 0.009751462},"
Elves,Zombie Bombardment,161,6.5,0.03880597,2.910447761,0.009701493,"{""source"": ""Elves"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Zombie Bombardment"", ""value"": 0.0097014925},"
LOAM,UWx Control,208.87,8.42,0.038750058,2.906254315,0.009687515,"{""source"": ""LOAM"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""UWx Control"", ""value"": 0.0096875145},"
Elves,Goblins,187,7.5,0.038560411,2.892030848,0.009640103,"{""source"": ""Elves"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Goblins"", ""value"": 0.00964010275},"
Death's Shadow,Lands,200.12,8,0.038439362,2.882952143,0.009609841,"{""source"": ""Death's Shadow"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Lands"", ""value"": 0.0096098405},"
Antiquities War,Grixis Delver,161.03,6.4,0.03822493,2.866869737,0.009556233,"{""source"": ""Antiquities War"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Grixis Delver"", ""value"": 0.0095562325},"
Delver (Other),Eldrazi Aggro,202.13,8,0.03807167,2.855375244,0.009517918,"{""source"": ""Delver (Other)"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Eldrazi Aggro"", ""value"": 0.0095179175},"
Eldrazi Aggro,Nic Fit,215.03,8.5,0.038026216,2.851966179,0.009506554,"{""source"": ""Eldrazi Aggro"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Nic Fit"", ""value"": 0.009506554},"
Grixis Delver,Maverick,177.33,7,0.03797537,2.848152769,0.009493843,"{""source"": ""Grixis Delver"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Maverick"", ""value"": 0.0094938425},"
Arclight Phoenix,Death and taxes,293.47,11.56,0.037897912,2.842343376,0.009474478,"{""source"": ""Arclight Phoenix"", ""target"": ""Death and taxes"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Death and taxes"", ""value"": 0.009474478},"
Dragon Stompy,UR Delver,182.61,7.17,0.037780588,2.833544104,0.009445147,"{""source"": ""Dragon Stompy"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""UR Delver"", ""value"": 0.009445147},"
Grixis Delver,Humans,159.33,6.25,0.037746105,2.830957845,0.009436526,"{""source"": ""Grixis Delver"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Humans"", ""value"": 0.00943652625},"
Dragon Stompy,Reanimator,216.99,8.5,0.037695685,2.827176371,0.009423921,"{""source"": ""Dragon Stompy"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Reanimator"", ""value"": 0.00942392125},"
Burn,Elves,189.53,7.33,0.037234583,2.792593721,0.009308646,"{""source"": ""Burn"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Elves"", ""value"": 0.00930864575},"
4-c Control,Goblins,168.33,6.5,0.037178974,2.78842304,0.009294744,"{""source"": ""4-c Control"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Goblins"", ""value"": 0.0092947435},"
Slivers,Stoneblade,181.42,7,0.037151046,2.786328415,0.009287762,"{""source"": ""Slivers"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Slivers"", ""target"": ""Stoneblade"", ""value"": 0.0092877615},"
Cloudpost Ramp,Goblins,210.15,8,0.036672015,2.7504011,0.009168004,"{""source"": ""Cloudpost Ramp"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Goblins"", ""value"": 0.00916800375},"
Canadian Threshold,Pikula,185.12,7,0.036435561,2.732667083,0.00910889,"{""source"": ""Canadian Threshold"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Pikula"", ""value"": 0.00910889025},"
Grixis Control,Lands,220.78,8.33,0.036358081,2.726856095,0.00908952,"{""source"": ""Grixis Control"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Lands"", ""value"": 0.00908952025},"
Humans,Nic Fit,173.23,6.5,0.036165359,2.712401936,0.00904134,"{""source"": ""Humans"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Nic Fit"", ""value"": 0.00904133975},"
